feature_0,feature_1,feature_2
0.1556488584859779,0.0593804288262659,0.0
0.0357675551366066,0.1352120229919901,0.6363636363636364
0.08226616585335,0.4123984190091991,0.0909090909090909
0.0874487081245615,0.245893038277233,0.8181818181818182
0.2986413511544777,0.9527684827851556,0.8181818181818182
0.0749947894242752,0.2660285184623815,0.8181818181818182
0.0205374128818268,0.5700894262495774,0.5454545454545454
0.4128519198959062,0.5766652286956826,0.3636363636363636
0.0481902495837966,0.9630752369737318,0.8181818181818182
0.0173493482664212,0.3615175646212501,0.6363636363636364
0.2589179475311114,0.2745280929006984,0.8181818181818182
0.0111038139043996,0.3659364105912392,0.7272727272727273
0.0080137524191502,0.1071016334573097,0.8181818181818182
0.2126237759021589,0.4945726311371241,0.1818181818181818
0.1304907712321228,0.4476675721997458,0.8181818181818182
0.2219782886326926,0.3930441068451305,0.8181818181818182
0.3141554745724542,0.0410754468397672,0.8181818181818182
0.2479570951230414,0.9719129289137102,0.8181818181818182
0.3110806833423687,0.5490795042497872,0.8181818181818182
0.0245532620756676,0.5278480569902879,0.8181818181818182
0.0870127081524947,0.0754118620946962,0.3636363636363636
0.0108464987091757,0.6458860427427159,0.7272727272727273
0.149492894426634,0.4539635532651657,0.8181818181818182
0.0017698134569219,0.342349800044305,0.6363636363636364
0.0262270643730323,0.1148316990987419,0.8181818181818182
0.4548107065438576,0.1927852720679966,0.8181818181818182
0.102478969576674,0.8448040667373994,0.8181818181818182
0.0203644259613883,0.1535286642026839,0.7272727272727273
0.2358990634857348,0.2245100211031958,0.5454545454545454
0.3700156633616728,0.0949643810700836,0.8181818181818182
1.0,0.142347468199466,0.8181818181818182
0.161376343743709,0.1893224824820156,0.6363636363636364
0.0446783188103634,0.7295409763434342,0.8181818181818182
0.1040331168895458,0.3725588499341254,0.9090909090909092
0.3441093336047883,0.1218738705126561,0.8181818181818182
0.0030568452615541,0.6004617052781308,0.8181818181818182
0.2399361087054001,0.3358905898401521,0.8181818181818182
0.0294477207270712,0.2870500996863668,0.2727272727272727
0.1467403739547829,0.1974139840734997,0.8181818181818182
0.0652756138838582,0.8955333512108105,0.0909090909090909
0.1980545849902927,0.449253226690296,0.8181818181818182
0.2193185292631055,0.5246884072333827,0.4545454545454545
0.3685570121221393,0.4497429141064953,0.5454545454545454
0.0095813466731365,0.9878860660611644,0.1818181818181818
0.0168018982230838,0.9918502022875398,0.8181818181818182
0.3979002888621748,0.1960498548426587,0.8181818181818182
0.3511496049780994,0.5120847858783477,0.5454545454545454
0.0986978720666956,0.5606804323240332,0.6363636363636364
0.1538109579241657,0.0565355781226317,0.6363636363636364
0.0292751896351451,0.6561228415861209,0.0909090909090909
0.1235906671263605,0.2470239830241695,0.8181818181818182
0.0073712621309869,0.1611887744989448,0.5454545454545454
0.1307467189418097,0.2755424454056827,0.8181818181818182
0.5643253299510127,0.0658862759271998,0.6363636363636364
0.1428197929200241,0.944910165677576,0.8181818181818182
0.0460473997472193,0.0419965255511898,0.9090909090909092
0.0432130580574007,0.8416560762046894,0.7272727272727273
0.0706662418709594,0.9971434900721706,0.8181818181818182
0.1502668912406115,0.5849549370984855,0.8181818181818182
0.0105110089240829,0.2534831932283226,0.7272727272727273
0.5903100622120222,0.1389313155102659,0.5454545454545454
0.0140833369754031,0.3616807937599832,0.8181818181818182
0.0842385358263068,0.4449509729622591,0.8181818181818182
0.0018281595065032,0.25675943522718,0.7272727272727273
0.075048577188733,0.7420629831291026,0.8181818181818182
0.1135581094836999,0.954214226585363,0.8181818181818182
0.1469088025900978,0.0990917464351922,0.8181818181818182
0.0536802481865911,0.3553848126945633,0.8181818181818182
0.1415901955079485,0.0222224813160932,0.8181818181818182
0.2758045705997866,0.9459594958551458,0.8181818181818182
0.2139511485301344,0.4331984749734753,0.7272727272727273
7.39034767079929e-05,0.0524781681026944,0.3636363636363636
0.2346696939879154,0.2896617659060966,0.5454545454545454
0.612439852744052,0.4646200841795987,0.2727272727272727
0.3041479874979731,0.1903601534353904,0.8181818181818182
0.0018290711635279,0.2667513903624853,0.8181818181818182
0.2651671285212319,0.3702969604402523,0.8181818181818182
0.0878746798693566,0.8809010248458068,0.9090909090909092
0.2537568291999806,0.6150473947463536,1.0
1.0,0.1426389488043465,0.8181818181818182
0.107415136536958,0.0490386969651039,0.8181818181818182
0.0114260846626341,0.023738180461472,0.7272727272727273
0.0149045120404093,0.8747216360223391,0.8181818181818182
0.1380814555341018,0.2397253086779605,0.4545454545454545
0.7325748246605485,0.9513693758817288,0.8181818181818182
0.2124218438711859,0.4117455024542667,0.8181818181818182
0.2146998468616762,0.5071762524921591,0.9090909090909092
1.0,0.2753092609217782,0.5454545454545454
0.4774453271533196,0.1339178491063204,0.2727272727272727
0.2329851797205103,0.9862537746738332,0.8181818181818182
0.2703877324732249,0.2743065676409892,0.8181818181818182
0.3295499430059377,0.4077930254520864,0.8181818181818182
0.5324487862535685,0.3398197483939418,0.8181818181818182
0.0033916513038783,0.0512189718896104,0.1818181818181818
0.1262005132738448,0.044001912112768,0.8181818181818182
0.1738434814708535,0.2736886287586424,0.8181818181818182
0.0481809050992933,0.0367615338875351,1.0
0.0276255462489352,0.7159696393801956,1.0
0.0312614623777287,0.7020018887943197,0.9090909090909092
0.205020328401834,0.2820949294033975,0.8181818181818182
0.2905159800075072,0.177686576735184,0.9090909090909092
0.0536421865058095,0.4418379601021348,0.4545454545454545
0.3883887432091351,0.3397264746003801,0.8181818181818182
0.009363232729975,0.049621658174865,0.2727272727272727
